Id,pop
454,64.76235796012641
455,69.12037842670765
456,53.84169054496947
457,64.90335357604289
458,49.83182099458706
459,68.16361464179504
460,61.255049062324474
461,30.52408621262886
462,61.807137039817356
463,63.64616380029308
464,51.87401278995332
465,69.1217426516749
466,51.43761600569729
467,60.079305085995294
468,68.53527379534297
469,68.32994398022056
470,55.46841715462855
471,62.96250875183915
472,62.96852327832874
473,62.98495806769376
474,54.07405236121641
475,44.584978491709784
476,44.99196041346654
477,45.40138087281588
478,59.44217460841429
479,68.74945409157698
480,65.68171109696027
481,52.23836010889149
482,41.02021425731393
483,61.37685557604784
484,68.79966256242444
485,44.22630946559819
486,60.98284576275168
487,68.70535106070254
488,66.4867713238505
489,65.50451573651722
490,67.93795414236547
491,58.23138861714618
492,65.77533193148263
493,68.97870779617675
494,69.09560027188604
495,49.338944964244064
496,69.12917326602785
497,43.22547339063678
498,64.29611712086292
499,59.751350089959296
500,63.88686983556847
501,69.1117948777296
502,61.24993896390937
503,66.68249619967644
504,51.58364654200507
505,63.133730940795154
506,68.71242076358558
507,45.16305786095259
508,66.9358908107371
509,51.04437332401118
510,66.50898569015466
511,45.98839621737541
512,65.64606189494178
513,39.47623716203919
514,68.0382083322705
515,68.26027181661438
516,65.58541226112156
517,68.02441418354188
518,62.74056935632415
519,69.12350757125188
520,52.4939608242287
521,51.57071082711513
522,67.07936425895572
523,55.7975296694844
524,61.93378975918098
525,58.443566195125555
526,56.52228003120631
527,65.90329195942444
528,56.089970483572095
529,68.80151244042739
530,62.92093187027995
531,64.79022361423736
532,64.93899998197324
533,53.0002611407739
534,64.86777175313858
535,58.10931504067605
536,43.53642658472501
537,69.11007611854538
538,49.98390084129175
539,53.927744036994916
540,63.56554808281982
541,65.4951349060724
542,44.79612490930248
543,67.84827101471586
544,36.54272148402267
545,67.52040094958203
546,69.10682470137752
547,68.85817695837324
548,68.68490412057317
549,67.07413323714667
550,64.0221144357159
551,61.11556892669272
552,65.9814280352424
553,46.86258056425291
554,66.799580334799
555,68.258321828379
556,68.81344816272642
557,51.041736194404166
558,40.28693576656227
559,68.33893920837056
560,69.12070626767779
561,65.10187807300207
562,62.4308754899826
563,63.09309613613093
564,64.77465841199633
565,66.95194476291947
566,69.09316361092199
567,67.88859721819482
